Height,A0,B0,C0,D0,E0,F0,G0,H0,Result
507798,5,4,7,7,1,5,6,4,6
507799,6,7,1,6,8,8,2,3,4
507800,2,5,6,2,6,1,3,1,3
507801,6,1,5,5,9,2,4,5,5
507802,1,5,1,4,8,8,4,6,7
507803,2,6,6,1,8,6,1,5,6
507804,6,5,3,1,6,9,6,9,3
507805,3,8,3,1,5,6,2,6,6
507806,6,2,2,3,5,4,2,2,3
507807,1,8,1,2,2,3,5,5,3
507808,6,4,9,2,3,1,1,1,8
507809,1,9,7,5,6,8,7,2,4
507810,6,7,9,7,2,5,4,8,4
507811,6,2,8,2,9,2,9,3,6
507812,6,5,1,8,3,3,9,5,5
507813,4,6,2,3,1,8,8,2,4
507814,3,2,5,3,8,3,4,5,6
507815,9,6,4,8,9,1,5,7,2
507816,8,8,5,8,9,6,8,2,6
507817,5,6,3,8,3,1,6,4,9
507818,7,4,8,2,5,1,4,2,2
507819,7,7,6,2,9,3,4,9,6
507820,1,1,5,3,3,8,8,3,6
507821,1,5,8,6,1,8,8,2,5
507822,1,1,1,1,5,1,2,4,6
507823,4,3,5,7,1,8,2,2,2
507824,5,6,4,5,4,1,2,5,5
507825,2,3,4,1,8,3,7,8,7
507826,3,5,5,9,7,9,9,6,9
507827,8,8,5,2,6,9,4,1,7
507828,1,6,9,8,8,5,8,6,4
507829,5,8,4,3,1,7,8,2,4
507830,6,1,4,8,2,7,1,9,7
507831,8,5,6,2,9,1,6,2,1
507832,4,8,7,2,3,4,8,2,2
507833,4,9,3,5,3,2,3,1,2
507834,4,8,7,4,4,5,1,1,1
507835,8,5,5,7,9,3,8,6,4
507836,4,6,8,8,3,8,3,2,9
507837,5,8,8,3,8,7,7,7,2
507838,8,1,2,9,6,4,3,8,9
507839,7,2,2,5,1,7,5,8,6
507840,9,4,1,5,4,1,6,7,8
507841,3,7,4,4,7,1,8,7,4
507842,3,5,4,7,6,8,1,1,6
507843,2,6,2,8,8,5,2,4,4
507844,9,5,3,1,1,5,4,7,8
507845,2,3,9,5,3,1,4,7,4
507846,4,5,1,9,2,5,3,9,3
507847,4,7,2,6,7,5,6,8,5
507848,9,9,7,4,5,7,4,4,9
507849,5,6,2,9,7,6,3,4,6
507850,8,7,7,2,2,1,3,8,6
507851,8,6,4,2,3,1,1,3,2
507852,5,3,2,1,9,8,2,8,8
507853,5,6,8,1,6,3,8,9,6
507854,3,6,5,8,3,6,5,2,1
507855,1,2,7,3,2,8,4,8,6
507856,4,3,6,4,9,5,5,4,3
507857,7,4,2,1,3,2,2,8,9
507858,3,3,8,5,4,2,4,2,2
507859,2,7,7,5,9,4,7,9,3
507860,8,9,4,5,9,5,6,9,5
507861,2,1,9,1,2,4,5,8,3
507862,2,8,1,1,5,9,4,5,9
507863,9,6,2,8,4,7,1,7,5
507864,7,6,2,5,3,9,2,4,5
507865,6,5,2,8,3,6,7,7,3
507866,1,6,8,4,5,8,9,1,7
507867,7,1,5,5,1,6,9,9,1
507868,5,1,4,9,3,8,7,5,3
507869,6,9,5,1,9,4,4,7,5
507870,5,8,1,5,6,7,1,7,7
507871,6,2,3,9,7,9,9,7,7
507872,1,8,9,3,4,2,9,2,8
507873,5,6,5,8,4,3,1,8,2
507874,3,5,7,1,8,6,2,7,5
507875,4,6,4,4,5,7,1,2,7
507876,4,1,5,5,1,3,4,6,8
507877,9,6,2,9,9,8,6,9,7
507878,9,9,7,1,4,2,8,8,1
507879,5,9,6,2,2,3,4,3,9
507880,2,6,4,4,9,8,6,5,2
507881,7,4,8,1,1,8,2,4,8
507882,1,8,7,4,2,8,2,4,4
507883,8,2,7,2,3,1,4,8,7
507884,3,5,6,6,2,9,9,2,9
507885,1,1,5,4,5,4,5,6,1
507886,9,3,2,4,4,6,5,3,6
507887,5,5,9,8,4,5,4,8,4
507888,5,5,1,4,1,4,5,7,5
507889,2,2,9,4,5,3,8,9,2
507890,7,3,9,3,2,3,7,5,5
507891,6,6,1,3,2,6,7,4,7
507892,3,3,6,8,6,2,8,2,9
507893,4,2,3,3,1,5,6,2,4
507894,1,9,9,9,8,7,8,7,4
507895,3,1,3,3,3,8,3,7,1
507896,2,9,7,6,7,6,3,5,6
507897,5,9,5,8,7,1,6,6,8
507898,1,9,4,7,3,2,2,3,8
507899,9,2,6,7,3,9,4,3,1
507900,9,5,5,7,4,5,9,1,8
507901,4,5,6,8,3,3,4,1,5
507902,1,8,4,5,5,3,4,3,8
507903,1,6,7,2,9,8,3,3,1
507904,3,2,1,9,8,2,6,3,8
507905,9,2,6,3,3,7,7,6,7
507906,9,4,6,6,3,1,2,5,5
507907,8,4,8,4,2,4,4,6,7
507908,5,3,8,4,1,2,7,9,8
507909,3,6,3,2,4,2,5,8,9
507910,1,7,9,8,2,1,7,1,3
507911,4,8,9,7,8,3,2,2,7
507912,8,9,3,3,2,5,9,6,1
507913,4,1,4,8,9,9,2,3,7
507914,9,9,6,3,8,4,3,2,8
507915,5,3,6,2,5,1,8,6,2
507916,7,9,7,9,7,2,2,3,6
507917,7,5,2,8,9,4,6,7,5
507918,9,3,7,3,5,2,1,2,1
507919,8,8,8,1,9,8,7,2,8
507920,9,8,5,4,3,4,8,1,9
507921,8,5,5,4,1,1,9,7,9
507922,2,6,6,8,8,7,6,4,8
507923,3,1,5,2,3,1,4,9,5
507924,2,5,4,2,5,6,1,9,7
507925,6,3,7,9,8,2,7,4,6
507926,3,2,5,6,4,1,9,1,8
507927,1,5,1,4,2,8,1,5,8
507928,8,6,8,9,7,1,1,7,1
507929,2,8,2,9,3,9,3,9,9
507930,7,3,7,5,5,2,2,3,2
507931,2,7,8,1,7,3,1,7,7
507932,7,9,6,2,3,1,3,6,7
507933,2,6,1,2,8,6,5,8,2
507934,8,7,2,3,9,2,7,8,1
507935,6,7,6,7,1,5,4,6,8
507936,6,1,6,4,6,3,5,5,3
507937,4,6,1,8,6,3,2,6,7
507938,2,6,5,3,6,3,2,7,3
507939,6,4,9,9,9,6,3,8,5
507940,7,6,4,8,9,3,1,1,3
507941,9,8,2,6,6,5,3,4,2
507942,1,1,4,3,4,9,1,4,6
507943,7,8,3,7,2,6,6,2,7
507944,8,7,7,2,6,2,6,9,3
507945,7,6,4,4,3,1,5,4,6
507946,9,7,8,3,8,4,3,5,1
507947,8,9,1,7,3,1,3,1,8
507948,7,5,7,3,8,4,4,2,8
507949,8,7,5,6,2,1,7,3,8
507950,6,9,5,8,4,6,2,5,8
507951,1,1,7,1,3,8,4,2,7
507952,4,5,9,5,2,2,1,9,8
507953,9,5,2,6,2,2,5,2,5
507954,7,2,1,4,3,6,1,5,6
507955,8,7,9,1,9,4,6,3,5
507956,6,1,4,6,1,7,8,4,6
507957,4,5,2,7,8,5,4,3,8
507958,6,4,2,3,5,3,3,7,7
507959,7,7,1,3,7,3,4,8,1
507960,1,1,5,8,5,2,5,1,7
507961,3,2,6,6,5,1,4,6,6
507962,4,1,8,3,4,6,5,9,2
507963,9,6,9,9,8,7,7,3,4
507964,2,4,8,9,6,5,7,8,9
507965,3,6,3,9,3,5,4,9,3
507966,8,8,9,1,9,7,1,3,9
507967,2,1,3,6,4,9,8,3,9
507968,3,4,5,4,3,6,2,6,5
507969,3,7,2,1,4,7,6,8,4
507970,5,5,1,4,7,8,1,3,5
507971,5,8,1,6,7,2,2,9,3
507972,9,2,5,6,5,3,4,8,5
507973,9,2,6,3,9,1,6,2,9
507974,5,3,1,4,6,5,4,1,5
507975,5,6,2,7,2,6,8,9,5
507976,8,6,2,4,1,9,6,8,2
507977,8,1,6,6,9,1,4,8,3
507978,6,3,4,3,4,1,2,6,2
507979,4,2,2,9,6,6,8,9,3
507980,1,9,7,5,9,4,6,9,7
507981,4,1,9,7,2,2,4,8,5
507982,6,1,2,6,1,5,2,7,7
507983,6,8,8,7,5,2,1,4,7
507984,7,8,8,8,6,3,2,1,6
507985,7,3,8,2,2,2,7,8,6
507986,4,4,9,1,1,1,1,8,7
507987,6,3,3,2,6,4,3,4,2
507988,1,3,7,6,4,7,8,5,5
507989,6,8,1,3,8,8,2,4,2
507990,1,1,5,8,1,3,7,7,2
507991,6,8,7,6,2,4,9,3,3
507992,4,6,7,8,4,7,5,6,5
507993,2,6,4,6,4,3,2,5,2
507994,5,9,3,2,8,2,1,1,3
507995,1,5,6,2,5,3,6,8,1
507996,3,7,2,8,4,9,2,7,2
507997,5,1,5,1,6,5,6,5,6
507998,7,8,1,6,3,8,6,1,8
507999,2,6,8,2,6,4,7,5,9
508000,8,6,3,7,1,3,6,6,6
508001,5,3,9,6,4,4,4,3,3
508002,3,6,9,5,1,9,2,7,7
508003,1,5,6,5,2,9,5,7,3
508004,9,9,6,5,1,6,1,3,7
508005,4,1,5,7,8,7,5,3,7
508006,3,8,9,9,1,9,7,5,8
508007,2,8,9,3,2,2,5,9,8
508008,9,5,2,1,7,1,5,2,7
508009,9,5,9,3,6,5,9,2,8
508010,2,4,8,8,7,3,9,2,8
508011,2,8,5,7,1,2,2,7,8
508012,9,8,5,9,8,2,1,4,1
508013,3,8,6,6,5,1,7,9,7
508014,9,3,4,1,5,2,4,4,1
508015,6,9,6,1,1,2,3,1,4
508016,3,1,9,4,2,4,1,8,4
508017,2,9,1,4,1,7,9,5,1
508018,2,1,9,3,9,2,3,9,5
508019,6,7,1,9,3,6,6,9,1
508020,5,2,6,9,1,7,6,6,1
508021,7,5,5,6,3,9,7,8,1
508022,5,7,8,5,1,4,6,9,5
508023,9,7,9,6,7,6,6,2,2
508024,2,8,7,4,9,1,2,9,2
508025,5,8,3,9,9,4,2,4,3
508026,8,2,2,7,3,8,1,9,7
508027,7,6,1,4,1,7,6,1,8
508028,9,7,8,5,2,7,6,6,2
508029,7,6,9,6,5,9,3,2,7
508030,8,5,4,4,8,6,5,6,1
508031,7,6,7,4,7,7,4,5,4
508032,6,4,5,3,2,1,2,7,7
508033,5,2,5,3,7,4,1,3,9
508034,3,3,7,2,4,5,9,9,4
508035,1,1,7,7,3,5,4,7,6
508036,9,1,7,6,9,9,9,8,1
508037,9,4,5,7,6,4,2,5,5
508038,6,4,8,7,5,6,1,1,7
508039,7,3,4,9,6,3,6,1,6
508040,4,5,5,6,1,8,9,1,2
508041,7,5,9,8,4,7,6,5,4
508042,2,6,1,4,6,8,4,7,8
508043,6,8,7,8,4,4,4,8,7
508044,2,8,8,4,7,1,5,9,4
508045,6,9,3,9,5,7,5,3,4
508046,9,8,7,9,2,3,6,2,7
508047,3,2,9,3,5,7,3,4,3
508048,5,9,7,3,5,2,3,7,2
508049,4,4,5,5,8,9,5,5,3
508050,3,1,6,1,6,1,2,7,8
508051,8,4,7,8,8,5,5,3,4
508052,6,1,8,2,9,5,5,5,3
508053,7,1,9,6,9,9,8,4,9
508054,3,6,9,3,4,7,1,6,9
508055,2,9,4,6,5,6,6,6,2
508056,9,6,4,4,8,6,9,1,7
508057,2,4,7,6,4,3,6,2,2
508058,2,4,4,2,8,7,7,4,1
508059,1,2,8,8,2,1,9,1,6
508060,5,2,8,4,2,1,4,6,9
508061,8,4,9,4,4,9,7,4,5
508062,4,1,8,7,8,8,9,8,8
508063,8,2,1,5,1,8,8,1,4
508064,1,2,9,2,1,2,5,2,3
508065,9,7,1,4,9,6,5,9,4
508066,5,3,9,4,7,3,3,6,4
508067,6,9,7,2,4,1,3,6,9
508068,1,7,8,5,2,1,3,6,3
508069,6,7,1,1,8,5,1,8,9
508070,5,6,9,6,2,1,9,6,6
508071,7,5,9,3,8,6,7,3,5
508072,5,6,7,4,5,5,1,3,2
508073,1,4,5,6,5,5,1,9,1
508074,2,8,4,5,7,8,2,5,4
508075,4,8,2,9,5,7,4,6,8
508076,8,4,9,6,1,2,6,8,8
508077,5,8,2,9,2,6,9,8,8
508078,5,2,8,3,9,9,8,1,6
508079,1,1,4,1,6,9,5,9,1
508080,2,9,6,5,7,7,6,7,1
508081,3,7,7,9,3,6,1,6,3
508082,7,2,5,3,3,7,2,6,7
508083,7,2,5,1,8,3,7,3,1
508084,5,8,3,2,4,4,6,2,6
508085,3,6,1,1,7,9,7,4,9
508086,1,2,6,4,8,1,3,1,9
508087,9,9,4,1,3,3,1,3,2
508088,9,7,6,4,7,4,2,7,2
508089,9,9,7,4,1,5,7,2,4
508090,3,7,5,5,8,3,5,1,7
508091,3,6,9,1,5,2,9,1,7
508092,7,1,1,3,1,2,5,6,3
508093,7,1,3,9,5,4,2,6,9
508094,4,2,1,2,9,5,2,4,2
508095,4,5,5,5,2,2,8,4,3
508096,8,1,4,2,5,6,6,3,1
508097,1,4,8,5,7,9,9,8,1
508098,6,1,7,7,4,2,8,2,2
508099,5,6,6,9,8,7,3,9,8
508100,2,4,9,9,6,1,4,6,8
508101,8,2,2,1,6,4,3,2,7
508102,3,8,2,2,3,3,5,7,2
508103,8,2,9,4,5,3,1,9,4
508104,4,7,2,1,3,3,9,7,7
508105,6,1,5,8,9,6,8,9,4
508106,4,5,6,1,5,5,5,4,8
508107,7,7,5,5,4,9,7,4,5
508108,2,2,7,9,5,3,6,7,1
508109,5,2,9,1,8,4,7,4,1
508110,2,1,4,8,4,4,8,6,1
508111,6,5,2,9,8,5,4,2,8
508112,2,8,5,1,9,2,4,6,7
508113,7,4,3,5,1,3,7,6,5
508114,8,4,8,9,6,9,4,1,4
508115,8,9,9,4,6,6,4,9,6
508116,6,2,4,9,4,6,2,2,4
508117,8,8,1,9,5,4,9,7,9
508118,8,1,4,5,5,3,5,5,1
508119,4,5,5,1,4,4,3,3,5
508120,2,3,6,7,5,3,6,3,6
508121,8,4,7,2,3,4,8,4,2
508122,6,3,2,5,2,4,1,2,1
508123,5,2,1,8,7,8,6,5,3
508124,7,2,2,1,7,6,5,3,8
508125,8,6,9,3,2,8,5,2,7
508126,3,4,3,3,9,2,5,7,7
508127,9,5,1,9,2,8,7,9,1
508128,7,8,7,6,4,8,1,8,1
508129,8,8,3,8,4,2,7,4,6
508130,6,2,6,9,9,3,3,7,3
508131,9,4,8,1,8,7,5,4,7
508132,4,2,5,3,5,5,4,8,3
508133,5,5,1,3,7,2,5,6,6
508134,7,7,9,5,8,9,9,2,7
508135,7,5,2,3,5,1,8,8,6
508136,3,4,5,6,1,3,2,5,2
508137,8,4,6,9,9,7,7,2,4
508138,1,3,4,6,3,2,4,7,1
508139,4,3,2,4,6,5,6,3,9
508140,1,5,4,8,2,5,8,3,6
508141,7,3,6,1,9,7,6,7,3
508142,4,8,4,3,8,8,8,7,3
508143,8,4,9,4,8,2,2,1,9
508144,5,9,4,7,6,7,8,4,5
508145,5,9,8,9,3,7,1,8,8
508146,1,6,7,1,4,6,2,7,2
508147,8,9,5,6,2,1,3,4,5
508148,2,5,4,7,2,3,5,5,4
508149,2,2,5,8,1,2,7,1,4
508150,8,7,5,5,7,4,9,4,5
508151,8,2,5,8,7,3,7,9,1
508152,9,2,1,3,7,9,5,8,4
508153,5,2,4,9,7,8,9,7,8
508154,3,4,2,6,9,7,9,1,4
508155,1,3,4,2,2,7,4,6,3
508156,1,1,8,8,2,3,4,7,6
508157,3,7,9,6,1,4,8,6,2
508158,3,3,1,8,3,8,3,2,3
508159,3,1,6,8,6,2,9,4,1
508160,2,4,7,8,5,9,2,8,4
508161,1,3,6,9,6,1,5,5,9
508162,3,6,8,1,5,9,8,4,9
508163,9,7,4,5,5,5,2,6,3
508164,3,3,5,7,3,6,7,4,6
508165,7,9,3,9,5,7,1,8,6
508166,2,5,1,1,6,8,9,8,3
508167,6,6,4,7,3,7,6,7,5
508168,4,4,3,5,5,9,5,1,8
508169,2,4,4,3,9,7,1,8,4
508170,3,2,9,7,6,6,6,5,4
508171,8,7,3,9,5,3,4,9,3
508172,8,3,7,7,1,2,9,6,4
508173,9,6,9,2,4,5,7,3,5
508174,5,2,6,2,7,1,6,5,4
508175,3,4,5,8,9,8,2,3,8
508176,9,9,8,5,1,3,1,7,6
508177,4,2,9,4,3,2,8,9,9
508178,8,2,7,4,9,9,2,2,9
508179,4,9,6,2,1,8,2,8,4
508180,6,5,9,8,8,1,7,5,6
508181,3,1,9,1,3,7,8,5,7
508182,4,7,4,6,2,2,5,7,9
508183,7,4,3,9,9,4,2,5,3
508184,8,6,8,9,5,2,4,7,7
508185,9,9,3,1,7,1,1,8,5
508186,1,4,4,4,4,1,9,5,3
508187,3,3,3,8,5,3,4,2,8
508188,7,5,9,5,1,5,2,6,1
508189,9,6,5,8,4,7,7,6,6
508190,8,4,2,7,3,7,7,8,6
508191,1,5,9,3,3,4,9,8,8
508192,4,8,4,5,1,4,6,3,2
508193,2,8,6,2,7,4,9,7,9
508194,7,2,7,3,8,4,6,8,6
508195,2,4,7,3,8,5,3,3,1
508196,8,6,8,7,7,4,2,1,8
508197,9,7,8,5,9,7,7,3,8
508198,7,2,7,5,2,1,1,7,3
508199,3,3,2,7,5,7,5,7,6
508200,6,7,8,2,7,7,4,1,2
508201,7,1,8,2,1,6,7,6,3
508202,3,1,3,9,1,1,5,3,5
508203,4,3,7,9,4,8,6,5,3
508204,7,1,3,9,8,6,9,8,3
508205,3,9,2,3,5,4,7,1,9
508206,1,7,7,6,9,4,3,8,2
508207,5,3,3,5,9,7,7,6,1
508208,4,6,3,4,8,5,3,8,1
508209,6,7,8,5,5,2,9,1,8
508210,4,3,4,4,7,3,4,3,2
508211,9,6,3,8,3,6,1,9,7
508212,1,9,7,7,4,1,7,7,7
508213,1,9,5,9,5,4,8,3,3
508214,8,7,6,1,6,7,5,7,1
508215,2,8,1,2,6,7,6,2,7
508216,5,7,8,3,3,6,3,4,4
508217,7,3,6,6,1,7,5,3,9
508218,6,2,5,9,3,7,3,1,7
508219,9,4,4,3,8,9,5,1,5
508220,6,7,4,2,8,4,3,1,4
508221,1,9,5,8,6,3,8,5,8
508222,9,2,6,5,4,8,5,3,1
508223,3,9,5,2,2,1,6,4,6
508224,2,6,2,4,1,4,3,6,2
508225,9,6,9,1,7,4,3,7,3
508226,4,3,3,1,7,3,4,6,5
508227,6,8,3,1,8,6,4,3,2
508228,6,4,8,1,2,1,3,8,7
508229,8,1,3,1,2,2,1,4,1
508230,4,5,5,6,3,6,7,7,6
508231,4,5,3,7,5,4,1,5,4
508232,7,8,3,2,6,4,5,3,3
508233,5,4,4,4,3,5,5,9,9
508234,6,8,1,9,1,8,1,2,4
508235,8,2,3,1,3,2,5,1,9
508236,4,2,5,9,3,1,9,3,1
508237,1,9,5,4,6,7,8,8,4
508238,7,2,7,2,4,4,7,9,1
508239,4,1,5,8,3,2,1,3,7
508240,8,2,7,4,4,8,2,6,6
508241,6,7,5,2,5,6,7,2,2
508242,6,8,1,2,7,9,5,5,4
508243,7,2,1,9,3,7,6,7,1
508244,8,7,9,8,3,1,3,3,9
508245,2,4,6,6,1,6,3,9,1
508246,7,8,6,1,5,3,8,7,7
508247,5,6,6,4,7,7,1,8,3
508248,4,9,3,7,8,6,8,3,2
508249,6,7,9,8,5,2,7,4,1
508250,5,3,5,4,9,2,3,7,5
508251,4,9,8,8,7,8,2,3,2
508252,3,8,9,5,7,1,5,1,3
508253,5,2,5,2,6,5,6,2,8
508254,4,3,5,2,7,7,8,1,5
508255,1,6,4,5,6,2,2,9,5
508256,1,1,4,2,1,2,4,6,2
508257,6,7,3,8,4,1,6,4,3
508258,8,5,8,8,2,7,7,5,5
508259,2,4,4,4,9,6,8,2,1
508260,9,6,4,4,4,5,8,3,3
508261,7,5,8,8,6,4,4,3,9
508262,7,9,1,7,7,7,5,9,1
508263,6,4,5,1,7,4,6,3,6
508264,9,3,4,1,9,5,9,2,9
508265,1,7,8,9,9,7,7,3,5
508266,5,2,2,3,4,2,4,3,3
508267,9,6,8,6,2,2,4,6,6
508268,4,9,7,7,4,6,7,8,1
508269,6,7,3,5,6,3,9,8,3
508270,3,6,3,7,7,6,9,8,6
508271,1,3,3,1,2,4,6,7,2
508272,6,4,4,9,2,9,2,1,5
508273,2,1,2,6,1,1,5,8,1
508274,6,3,5,6,2,4,1,6,9
508275,3,4,4,1,7,2,5,1,2
508276,2,8,1,3,9,4,4,4,9
508277,5,2,9,7,5,2,8,3,6
508278,2,7,6,3,4,1,6,1,5
508279,2,8,3,5,6,4,7,8,3
508280,3,9,7,6,5,6,3,1,5
508281,2,1,3,7,5,5,7,4,6
508282,8,6,5,9,8,7,5,1,8
508283,8,7,6,6,7,2,4,8,6
508284,6,7,6,9,2,8,1,5,6
508285,8,7,8,2,6,5,3,3,5
508286,4,7,3,4,2,8,5,8,5
508287,3,3,7,7,4,6,2,1,4
508288,2,8,5,7,7,7,6,1,8
508289,1,1,1,5,8,6,7,6,6
508290,9,9,4,3,8,6,2,9,7
508291,4,8,3,8,1,7,2,9,9
508292,2,6,6,3,1,7,6,9,4
508293,7,4,1,3,2,3,7,9,6
508294,7,3,4,3,1,1,9,3,1
508295,2,5,8,5,2,3,8,1,6
508296,5,8,3,7,6,3,7,1,1
508297,3,2,8,9,3,1,6,6,2
508298,2,3,6,5,7,4,9,4,8
508299,7,6,1,1,5,6,2,8,5
508300,3,1,8,2,6,6,8,6,8
508301,7,8,3,2,6,1,5,3,3
508302,5,4,1,6,4,6,6,1,7
508303,1,5,5,8,3,9,7,9,1
508304,3,7,2,6,6,3,2,4,4
508305,1,2,4,1,4,6,3,3,5
508306,8,8,4,2,9,8,7,2,2
508307,9,1,6,2,8,9,3,1,5
508308,9,7,3,9,9,3,7,6,5
508309,9,9,1,3,6,1,5,6,1
508310,5,4,3,5,8,5,4,5,1
508311,3,5,7,7,4,7,9,3,4
508312,4,1,8,8,7,8,7,1,9
508313,8,4,1,1,9,8,1,3,3
508314,6,8,8,2,5,6,3,6,8
508315,4,8,2,2,2,8,2,5,5
508316,8,4,9,2,9,9,6,4,1
508317,7,1,9,3,3,5,4,4,3
508318,9,8,3,8,6,7,5,2,3
508319,9,1,7,9,8,1,4,7,2
508320,3,9,5,2,7,7,2,6,7
508321,6,7,6,1,8,9,8,4,3
508322,5,9,3,6,8,7,4,1,5
508323,3,8,5,9,1,4,7,6,1
508324,6,4,2,4,1,1,3,6,4
508325,6,7,3,1,3,4,8,1,3
508326,5,9,5,5,5,3,6,2,4
508327,6,1,7,6,4,3,6,3,9
508328,5,6,6,4,4,5,5,9,3
508329,2,2,1,3,9,8,3,6,3
508330,9,8,5,2,4,4,5,2,4
508331,1,7,6,1,2,7,4,2,2
508332,2,1,2,1,6,1,3,3,6
508333,3,9,1,6,5,2,9,4,8
508334,2,3,3,3,4,7,2,3,9
508335,2,4,9,1,6,4,4,6,3
508336,6,9,1,8,8,5,2,4,5
508337,7,2,6,6,5,7,4,9,6
508338,8,7,6,6,6,6,3,1,2
508339,6,1,2,7,9,8,1,9,7
508340,1,7,2,8,9,7,1,8,7
508341,2,8,1,3,4,3,2,7,1
508342,3,9,4,4,4,6,2,5,8
508343,8,8,7,8,4,5,1,7,9
508344,3,1,2,1,9,7,5,7,4
508345,8,8,7,2,5,5,8,2,5
508346,7,8,5,3,5,2,9,4,6
508347,1,9,4,5,7,7,7,1,6
508348,3,8,7,5,3,5,2,3,3
508349,9,9,2,6,5,1,4,1,1
508350,6,6,4,1,2,9,3,7,8
508351,4,4,4,7,1,6,3,2,5
508352,4,7,4,2,9,2,9,7,6
508353,1,1,3,9,2,7,5,3,8
508354,6,1,1,9,8,3,1,1,3
508355,6,7,7,8,5,4,4,3,6
508356,2,6,9,9,9,2,7,1,5
508357,3,6,3,9,9,7,6,6,7
508358,6,2,4,9,4,7,7,3,4
508359,6,5,7,4,6,1,6,1,2
508360,4,3,9,1,1,4,9,3,1
508361,8,5,5,4,3,2,2,5,5
508362,5,4,3,1,6,8,9,5,5
508363,7,6,6,7,4,7,6,9,3
508364,2,1,8,3,8,3,4,9,2
508365,9,5,7,9,6,1,2,7,5
508366,8,9,5,3,1,9,5,1,9
508367,4,9,3,7,6,3,6,1,8
508368,4,2,8,8,8,8,1,1,6
508369,1,9,1,5,6,8,7,7,5
508370,4,4,8,2,4,5,3,8,1
508371,6,7,5,7,5,7,5,6,3
508372,2,2,3,5,1,4,9,4,4
508373,9,5,9,8,6,4,5,4,9
508374,7,8,7,7,3,4,3,9,4
508375,6,9,9,9,1,1,5,2,2
508376,1,8,6,1,2,3,5,4,3
508377,8,7,7,6,8,7,1,7,1
508378,1,5,2,5,1,4,3,2,9
508379,3,3,6,7,8,4,8,5,2
508380,5,6,2,4,4,4,7,9,8
508381,1,3,3,9,1,4,6,4,6
508382,1,5,8,6,9,8,8,8,1
508383,2,6,1,9,1,6,6,6,4
508384,5,2,9,9,4,4,6,7,9
508385,7,1,2,7,9,6,3,2,3
508386,1,1,4,6,7,2,9,7,9
508387,4,6,6,6,3,1,5,3,8
508388,7,1,1,2,6,7,4,1,1
508389,9,4,5,9,9,8,5,9,5
508390,8,6,5,6,4,1,9,3,2
508391,7,2,6,4,6,1,7,9,8
508392,3,7,1,5,7,8,4,6,9
508393,7,3,1,4,6,6,5,4,1
508394,3,3,4,8,5,7,7,9,5
508395,6,3,6,5,4,7,6,6,9
508396,2,6,3,2,3,5,2,3,8
508397,7,1,6,9,3,1,5,9,2
508398,5,7,7,3,9,5,1,1,4
508399,4,4,6,3,9,3,3,3,1
508400,4,5,4,7,8,3,6,2,2
508401,3,8,9,7,3,7,2,7,8
508402,5,8,5,3,9,8,9,5,3
508403,4,9,9,8,1,9,4,7,7
508404,8,9,2,9,9,6,3,3,1
508405,2,6,9,2,6,6,7,5,3
508406,1,8,6,9,2,8,5,3,9
508407,7,4,8,3,9,1,8,2,3
508408,4,1,8,9,1,5,9,1,1
508409,7,7,7,2,8,2,6,6,1
508410,9,5,2,1,8,5,3,8,6
508411,6,5,2,4,9,1,6,6,2
508412,5,6,4,2,6,5,1,2,5
508413,4,6,2,4,5,6,4,5,4
508414,5,7,7,8,5,9,2,2,6
508415,7,4,8,7,3,5,8,7,6
508416,5,6,5,6,8,2,5,6,7
508417,7,9,9,9,6,6,2,8,9
508418,2,4,3,4,3,6,5,3,2
508419,7,6,1,5,3,9,3,7,1
508420,3,6,3,3,4,8,8,2,4
508421,8,1,9,3,5,9,4,2,2
508422,9,3,6,2,1,3,5,7,7
508423,8,9,5,3,8,6,7,3,4
508424,8,8,2,4,6,6,5,3,1
508425,1,1,4,2,1,1,7,4,1
508426,3,3,3,1,3,9,9,2,9
508427,7,9,6,3,4,4,9,9,5
508428,8,3,6,5,3,4,5,4,9
508429,6,8,5,9,3,7,6,5,7
508430,5,4,9,2,1,9,6,6,1
508431,7,1,9,7,4,3,7,7,7
508432,2,9,3,5,9,3,2,4,9
508433,9,1,6,2,7,4,5,3,8
508434,1,2,4,9,8,8,2,6,2
508435,5,2,7,1,5,2,5,1,3
508436,4,9,9,2,7,3,4,1,9
508437,2,7,3,7,3,9,7,7,1
508438,4,6,5,1,6,3,6,7,3
508439,3,4,4,8,5,3,4,4,7
508440,3,3,6,6,1,2,6,6,6
508441,3,6,6,9,8,1,5,4,1
508442,7,8,1,5,2,1,8,5,6
508443,2,3,8,4,3,5,2,1,6
508444,8,1,3,5,3,8,9,5,1
508445,6,2,4,8,8,9,8,5,1
508446,1,5,5,7,8,9,8,9,1
508447,3,9,4,3,9,8,1,7,4
508448,2,7,8,8,9,5,6,4,4
508449,6,4,2,7,3,7,2,3,5
508450,8,1,3,1,3,9,1,6,9
508451,8,3,8,2,8,3,4,4,8
508452,5,1,7,1,2,1,5,7,6
508453,8,5,7,4,9,8,1,3,7
508454,2,2,6,5,9,8,8,1,8
508455,3,2,4,2,8,2,4,4,9
508456,7,6,8,2,1,9,6,6,5
508457,9,8,4,5,8,4,3,9,2
508458,1,5,5,8,9,4,2,8,1
508459,8,1,4,1,5,6,5,2,9
508460,4,9,8,3,1,9,4,6,9
508461,5,6,8,6,8,6,9,2,9
508462,2,5,4,5,1,3,4,4,7
